title,institution,level,language,n_enrolled,price,price_certificate
How to Learn Online,edX,Introductory,English,"124,980",FREE-Add a Verified Certificate for $49 USD,49.0
Programming for Everybody (Getting Started with Python),The University of Michigan,Introductory,English,"293,864",FREE-Add a Verified Certificate for $49 USD,49.0
CS50's Introduction to Computer Science,Harvard University,Introductory,English,"2,442,271",FREE-Add a Verified Certificate for $90 USD,90.0
The Analytics Edge,Massachusetts Institute of Technology,Intermediate,English,"129,555",FREE-Add a Verified Certificate for $199 USD,199.0
Marketing Analytics: Marketing Measurement Strategy,"University of California, Berkeley",Introductory,English,"81,140",FREE-Add a Verified Certificate for $249 USD,249.0
Introduction to Project Management,University of Adelaide,Introductory,English,"301,793",FREE-Add a Verified Certificate for $199 USD,199.0
Leading High-Performing Teams,The University of Queensland,Intermediate,English,"32,847",FREE-Add a Verified Certificate for $5 USD,5.0
The Foundations of Happiness at Work,"University of California, Berkeley",Introductory,English,"67,073",FREE-Add a Verified Certificate for $199 USD,199.0
"Managing Study, Stress and Mental Health at University",Curtin University,Introductory,English,"23,061",FREE-Add a Verified Certificate for $49 USD,49.0
Six Sigma: Define and Measure,Technische Universität München,Introductory,English,"92,411",FREE-Add a Verified Certificate for $99 USD,99.0
Fat Chance: Probability from the Ground Up,Harvard University,Introductory,English,"66,835",FREE-Add a Verified Certificate for $49 USD,49.0
Chasing your Dream: How to End Procrastination and Get a Job You Love,National Research Nuclear University,Introductory,English,"44,711",FREE-Add a Verified Certificate for $49 USD,49.0
Bitcoin and Cryptocurrencies,"University of California, Berkeley",Introductory,English,"83,398",FREE-Add a Verified Certificate for $99 USD,99.0
English Grammar and Style,The University of Queensland,Introductory,English,0,FREE-Add a Verified Certificate for $99 USD,99.0
Ethics in Action,SDG Academy,Intermediate,English,"6,366",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to FinTech,University of Hong Kong,Introductory,English,"72,767",FREE-Add a Verified Certificate for $199 USD,199.0
Data Science: R Basics,Harvard University,Introductory,English,"528,782",FREE-Add a Verified Certificate for $49 USD,49.0
Python Basics for Data Science,IBM,Introductory,English,"228,809",FREE-Add a Verified Certificate for $39 USD,39.0
The Science of Beer,Wageningen University & Research,Introductory,English,"39,085",FREE-Add a Verified Certificate for $49 USD,49.0
Strategic Social Media Marketing,Boston University,Advanced,English,"103,640",FREE-Add a Verified Certificate for $399 USD,399.0
CS50's Introduction to Artificial Intelligence with Python,Harvard University,Introductory,English,"258,006",FREE-Add a Verified Certificate for $199 USD,199.0
CS50's Introduction to Game Development,Harvard University,Intermediate,English,"346,748",FREE-Add a Verified Certificate for $149 USD,149.0
Rhetoric: The Art of Persuasive Writing and Public Speaking,Harvard University,Introductory,English,"320,225",FREE-Add a Verified Certificate for $99 USD,99.0
CS50's Web Programming with Python and JavaScript,Harvard University,Intermediate,English,"698,950",FREE-Add a Verified Certificate for $90 USD,90.0
Contract Law: From Trust to Promise to Contract,Harvard University,Intermediate,English,"414,181",FREE-Add a Verified Certificate for $125 USD,125.0
"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",Harvard University,Introductory,English,"380,167",FREE-Add a Verified Certificate for $99 USD,99.0
Justice,Harvard University,Introductory,English,"392,588",FREE-Add a Verified Certificate for $99 USD,99.0
Data Science: Machine Learning,Harvard University,Introductory,English,"276,209",FREE-Add a Verified Certificate for $49 USD,49.0
Child Protection: Children's Rights in Theory and Practice,Harvard University,Introductory,English,"212,453",FREE-Add a Verified Certificate for $99 USD,99.0
IELTS Academic Test Preparation,The University of Queensland,Introductory,English,"1,103,777",FREE-Add a Verified Certificate for $99 USD,99.0
The Architectural Imagination,Harvard University,Introductory,English,"406,181",FREE-Add a Verified Certificate for $99 USD,99.0
TOEFL® Test Preparation: The Insider’s Guide,Educational Testing Service,Introductory,English,"1,022,489",FREE-Add a Verified Certificate for $49 USD,49.0
Principles of Biochemistry,Harvard University,Intermediate,English,"257,600",FREE-Add a Verified Certificate for $199 USD,199.0
Using Python for Research,Harvard University,Intermediate,English,"262,183",FREE-Add a Verified Certificate for $99 USD,99.0
Hinduism Through Its Scriptures,Harvard University,Introductory,English,"140,782",FREE-Add a Verified Certificate for $99 USD,99.0
Basic Spanish 1: Getting Started,Universitat Politècnica de Valencia,Introductory,English,"400,169",FREE-Add a Verified Certificate for $40 USD,40.0
The Health Effects of Climate Change,Harvard University,Introductory,English,"110,024",FREE-Add a Verified Certificate for $99 USD,99.0
Inglés básico: conversacional y networking,Universidades Anáhuac,Introductory,Español,"79,671",FREE-Add a Verified Certificate for $49 USD,49.0
Statistics and R,Harvard University,Intermediate,English,"314,586",FREE-Add a Verified Certificate for $249 USD,249.0
Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),Harvard University,Introductory,English,"145,011",FREE-Add a Verified Certificate for $199 USD,199.0
Pyramids of Giza: Ancient Egyptian Art and Archaeology,Harvard University,Introductory,English,"123,870",FREE-Add a Verified Certificate for $99 USD,99.0
"PredictionX: Omens, Oracles & Prophecies",Harvard University,Introductory,English,"91,566",FREE-Add a Verified Certificate for $25 USD,25.0
Excel: Fundamentos y herramientas,Universitat Politècnica de Valencia,Introductory,Español,"284,279",FREE-Add a Verified Certificate for $50 USD,50.0
Lessons from Ebola: Preventing the Next Pandemic,Harvard University,Introductory,English,"91,983",FREE-Add a Verified Certificate for $49 USD,49.0
Improving Global Health: Focusing on Quality and Safety,Harvard University,Intermediate,English,"127,353",FREE-Add a Verified Certificate for $99 USD,99.0
CS50 for Lawyers,Harvard University,Introductory,English,"87,336",FREE-Add a Verified Certificate for $99 USD,99.0
Data Science: Visualization,Harvard University,Introductory,English,"171,258",FREE-Add a Verified Certificate for $49 USD,49.0
Christianity Through Its Scriptures,Harvard University,Introductory,English,"125,051",FREE-Add a Verified Certificate for $99 USD,99.0
The Science of Happiness,"University of California, Berkeley",Introductory,English,"475,614",FREE-Add a Verified Certificate for $169 USD,169.0
Leaders of Learning,Harvard University,Introductory,English,"231,131",FREE-Add a Verified Certificate for $99 USD,99.0
Exercising Leadership: Foundational Principles,Harvard University,Introductory,English,"57,814",FREE-Add a Verified Certificate for $99 USD,99.0
Data Science: Probability,Harvard University,Introductory,English,"135,859",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Data Wise: A Collaborative Process to Improve Learning & Teaching,Harvard University,Intermediate,English,"117,410",FREE-Add a Verified Certificate for $70 USD,70.0
"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",Harvard University,Introductory,English,"80,082",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Family Engagement in Education,Harvard University,Introductory,English,"105,146",FREE-Add a Verified Certificate for $70 USD,70.0
Italian Language and Culture: Beginner (2019-2020),Wellesley College,Introductory,Italiano,"182,462",FREE-Add a Verified Certificate for $49 USD,49.0
Steps in Japanese for Beginners1 Part1,Waseda University,Introductory,English,"53,630",FREE-Add a Verified Certificate for $49 USD,49.0
How to Write an Essay,"University of California, Berkeley",Introductory,English,"306,787",FREE-Add a Verified Certificate for $49 USD,49.0
Energy Within Environmental Constraints,Harvard University,Introductory,English,"95,324",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Probability,Harvard University,Intermediate,English,"97,291",FREE-Add a Verified Certificate for $99 USD,99.0
AnatomyX: Musculoskeletal Cases,Harvard University,Intermediate,English,"102,075",FREE-Add a Verified Certificate for $99 USD,99.0
Data Science: Inference and Modeling,Harvard University,Introductory,English,"88,256",FREE-Add a Verified Certificate for $49 USD,49.0
Strengthening Community Health Worker Programs,Harvard University,Introductory,English,"58,626",FREE-Add a Verified Certificate for $79 USD,79.0
Buddhism Through Its Scriptures,Harvard University,Introductory,English,"182,295",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Linux,The Linux Foundation,Introductory,English,"642,088",FREE-Add a Verified Certificate for $199 USD,199.0
"Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",Harvard University,Introductory,English,"81,221",FREE-Add a Verified Certificate for $99 USD,99.0
Shakespeare's Life and Work,Harvard University,Introductory,English,"48,938",FREE-Add a Verified Certificate for $49 USD,49.0
Marketing Digital: Content & Community Manager,Universidad Galileo,Introductory,Español,"112,623",FREE-Add a Verified Certificate for $49 USD,49.0
Accounting and Finance,Indian Institute of Management Bangalore,Intermediate,English,"88,243",FREE-Add a Verified Certificate for $150 USD,150.0
Computing in Python I: Fundamentals and Procedural Programming,The Georgia Institute of Technology,Introductory,English,"141,966",FREE-Add a Verified Certificate for $99 USD,99.0
"Nutrition, Exercise and Sports",Wageningen University & Research,Intermediate,English,"51,679",FREE-Add a Verified Certificate for $49 USD,49.0
Becoming an Entrepreneur,Massachusetts Institute of Technology,Introductory,English,"104,760",FREE-Add a Verified Certificate for $69 USD,69.0
"Religion, Conflict and Peace",Harvard University,Introductory,English,"74,060",FREE-Add a Verified Certificate for $49 USD,49.0
"Tangible Things: Discovering History Through Artworks, Artifacts, Scientific Specimens, and the Stuff Around You",Harvard University,Introductory,English,"61,139",FREE-Add a Verified Certificate for $49 USD,49.0
Academic and Business Writing,"University of California, Berkeley",Introductory,English,"322,701",FREE-Add a Verified Certificate for $49 USD,49.0
Data Science: Capstone,Harvard University,Introductory,English,"62,803",FREE-Add a Verified Certificate for $99 USD,99.0
Basics of Computing and Programming,New York University,Introductory,English,"37,045",FREE-Add a Verified Certificate for $200 USD,200.0
"Fundamentals of Neuroscience, Part 2: Neurons and Networks",Harvard University,Introductory,English,"84,874",FREE-Add a Verified Certificate for $99 USD,99.0
Successful Negotiation: Essential Strategies and Skills,The University of Michigan,Introductory,English,"31,369",FREE-Add a Verified Certificate for $49 USD,49.0
Data Science: Linear Regression,Harvard University,Introductory,English,"75,310",FREE-Add a Verified Certificate for $49 USD,49.0
HTML5 and CSS Fundamentals,The World Wide Web Consortium (W3C),Introductory,English,"335,895",FREE-Add a Verified Certificate for $199 USD,199.0
Data Science: Productivity Tools,Harvard University,Introductory,English,"66,683",FREE-Add a Verified Certificate for $49 USD,49.0
Introduction to Corporate Finance,Columbia University,Introductory,English,"98,093",FREE-Add a Verified Certificate for $225 USD,225.0
Computer Science 101,Stanford University,Introductory,English,"39,540",FREE-Add a Verified Certificate for $149 USD,149.0
Data Science: Wrangling,Harvard University,Introductory,English,"64,584",FREE-Add a Verified Certificate for $49 USD,49.0
A Hands-on Introduction to Engineering Simulations,Cornell University,Intermediate,English,"187,138",FREE-Add a Verified Certificate for $199 USD,199.0
AI for Everyone: Master the Basics,IBM,Introductory,English,"49,340",FREE-Add a Verified Certificate for $49 USD,49.0
The Psychology of Criminal Justice,The University of Queensland,Introductory,English,"110,086",FREE-Add a Verified Certificate for $99 USD,99.0
Machine Learning with Python: A Practical Introduction,IBM,Introductory,English,"80,161",FREE-Add a Verified Certificate for $39 USD,39.0
Analyzing Data with Python,IBM,Introductory,English,"94,079",FREE-Add a Verified Certificate for $39 USD,39.0
Excel: gestión de datos,Universitat Politècnica de Valencia,Intermediate,Español,"111,785",FREE-Add a Verified Certificate for $75 USD,75.0
Probability - The Science of Uncertainty and Data,Massachusetts Institute of Technology,Advanced,English,"205,615",FREE-Add a Verified Certificate for $300 USD,300.0
"Fundamentals of Neuroscience, Part 3: The Brain",Harvard University,Introductory,English,"85,034",FREE-Add a Verified Certificate for $99 USD,99.0
Sikhism Through Its Scriptures,Harvard University,Introductory,English,"44,125",FREE-Add a Verified Certificate for $99 USD,99.0
Upper-Intermediate English: Business and Modern Life,Universitat Politècnica de Valencia,Intermediate,English,"77,991",FREE-Add a Verified Certificate for $50 USD,50.0
Introduction to Probability,Harvard University,Intermediate,English,"97,291",FREE-Add a Verified Certificate for $99 USD,99.0
Religious Literacy: Traditions and Scriptures,Harvard University,Introductory,English,"96,972",FREE-Add a Verified Certificate for $99 USD,99.0
Programación para todos (empezando con Python),The University of Michigan,Introductory,Español,"81,004",FREE-Add a Verified Certificate for $49 USD,49.0
Analyzing and Visualizing Data with Power BI,Davidson College,Introductory,English,"28,879",FREE-Add a Verified Certificate for $99 USD,99.0
High-Dimensional Data Analysis,Harvard University,Advanced,English,"78,443",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction To Music Theory,Berklee College of Music,Introductory,English,"67,029",FREE-Add a Verified Certificate for $49 USD,49.0
Human Anatomy,The Hong Kong Polytechnic University,Introductory,English,"126,850",FREE-Add a Verified Certificate for $139 USD,139.0
"CitiesX: The Past, Present and Future of Urban Life",Harvard University,Introductory,English,"76,874",FREE-Add a Verified Certificate for $99 USD,99.0
The Path to Happiness: What Chinese Philosophy Teaches us about the Good Life,Harvard University,Introductory,English,"24,208",FREE-Add a Verified Certificate for $99 USD,99.0
Entrepreneurship 101: Who is your customer?,Massachusetts Institute of Technology,Introductory,English,"41,838",FREE-Add a Verified Certificate for $49 USD,49.0
"U.S. Public Policy: Social, Economic, and Foreign Policies",Harvard University,Introductory,English,"44,045",FREE-Add a Verified Certificate for $49 USD,49.0
Machine Learning with Python: from Linear Models to Deep Learning,Massachusetts Institute of Technology,Advanced,English,"85,561",FREE-Add a Verified Certificate for $300 USD,300.0
Introduction to Data Science,IBM,Introductory,English,"43,766",FREE-Add a Verified Certificate for $39 USD,39.0
Circuits and Electronics 1: Basic Circuit Analysis,Massachusetts Institute of Technology,Introductory,English,"52,639",FREE-Add a Verified Certificate for $169 USD,169.0
Introduction to Investments,Indian Institute of Management Bangalore,Intermediate,English,"91,788",FREE-Add a Verified Certificate for $50 USD,50.0
Improving Your Business Through a Culture of Health,Harvard University,Introductory,English,"54,136",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Linear Models and Matrix Algebra,Harvard University,Intermediate,English,"92,004",FREE-Add a Verified Certificate for $149 USD,149.0
DO Your Venture: Entrepreneurship For Everyone,Indian Institute of Management Bangalore,Introductory,English,"61,989",FREE-Add a Verified Certificate for $150 USD,150.0
El valor de la creatividad y la innovación: La Economía Naranja,Inter-American Development Bank,Introductory,Español,"23,728",FREE-Add a Verified Certificate for $25 USD,25.0
Humanitarian Response to Conflict and Disaster,Harvard University,Introductory,English,"119,891",FREE-Add a Verified Certificate for $99 USD,99.0
"Women Making History: Ten Objects, Many Stories",Harvard University,Introductory,English,"38,939",FREE-Add a Verified Certificate for $99 USD,99.0
Masterpieces of World Literature,Harvard University,Introductory,English,"88,789",FREE-Add a Verified Certificate for $149 USD,149.0
SQL for Data Science,IBM,Introductory,English,"39,184",FREE-Add a Verified Certificate for $39 USD,39.0
El cerebro y las emociones en el lenguaje,Universidad del Rosario,Introductory,Español,"41,279",FREE-Add a Verified Certificate for $49 USD,49.0
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Harvard University,Introductory,English,"62,673",FREE-Add a Verified Certificate for $169 USD,169.0
Python: aprender a programar,Universitat Politècnica de Valencia,Introductory,Español,"21,613",FREE-Add a Verified Certificate for $49 USD,49.0
Marketing Analytics: Competitive Analysis and Market Segmentation,"University of California, Berkeley",Intermediate,English,"70,682",FREE-Add a Verified Certificate for $249 USD,249.0
MalariaX: Defeating Malaria from the Genes to the Globe,Harvard University,Intermediate,English,"37,598",FREE-Add a Verified Certificate for $49 USD,49.0
Entrepreneurship in Emerging Economies,Harvard University,Introductory,English,"113,602",FREE-Add a Verified Certificate for $125 USD,125.0
JavaScript Introduction,The World Wide Web Consortium (W3C),Introductory,English,"160,112",FREE-Add a Verified Certificate for $199 USD,199.0
People Management,Indian Institute of Management Bangalore,Introductory,English,"113,592",FREE-Add a Verified Certificate for $150 USD,150.0
Using Email for Networking in English,University of Washington,Introductory,English,"57,208",FREE-Add a Verified Certificate for $149 USD,149.0
Databases: Relational Databases and SQL,Stanford University,Introductory,English,"20,502",FREE-Add a Verified Certificate for $50 USD,50.0
C Programming: Getting Started,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,English,"104,108",FREE-Add a Verified Certificate for $49 USD,49.0
Supply Chain Analytics,Massachusetts Institute of Technology,Introductory,English,"145,049",FREE-Add a Verified Certificate for $199 USD,199.0
Programming for the Web with JavaScript,University of Pennsylvania,Intermediate,English,"91,406",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to Digital Humanities,Harvard University,Introductory,English,"37,501",FREE-Add a Verified Certificate for $99 USD,99.0
Upper-Intermediate English: Business and Industry,Universitat Politècnica de Valencia,Intermediate,English,"103,704",FREE-Add a Verified Certificate for $50 USD,50.0
EmSAT English Preparation - Level 1,United Arab Emirates University,Introductory,English,"29,101",FREE-Add a Verified Certificate for $49 USD,49.0
Python for Data Science,"The University of California, San Diego",Advanced,English,"266,978",FREE-Add a Verified Certificate for $350 USD,350.0
Empathy and Emotional Intelligence at Work,"University of California, Berkeley",Introductory,English,"45,867",FREE-Add a Verified Certificate for $199 USD,199.0
Design Thinking and Creativity for Innovation,The University of Queensland,Intermediate,English,"47,549",FREE-Add a Verified Certificate for $5 USD,5.0
China and Communism,Harvard University,Introductory,English,"69,104",FREE-Add a Verified Certificate for $139 USD,139.0
Mandarin Chinese Level 1,MandarinX,Introductory,English,"56,040",FREE-Add a Verified Certificate for $149 USD,149.0
Introduction to Biology - The Secret of Life,Massachusetts Institute of Technology,Introductory,English,"147,512",FREE-Add a Verified Certificate for $150 USD,150.0
Photoshop: una herramienta para presentaciones innovadoras,Pontificia Universidad Javeriana,Introductory,Español,"22,969",FREE-Add a Verified Certificate for $19 USD,19.0
Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Harvard University,Introductory,English,"50,949",FREE-Add a Verified Certificate for $99 USD,99.0
生活英语听说 | Conversational English Skills,Tsinghua University,Introductory,English,"301,585",FREE-Add a Verified Certificate for $49 USD,49.0
Shakespeare’s Othello: The Moor,Harvard University,Introductory,English,"31,868",FREE-Add a Verified Certificate for $49 USD,49.0
Basic Spanish 2: One Step Further,Universitat Politècnica de Valencia,Introductory,English,"67,687",FREE-Add a Verified Certificate for $50 USD,50.0
Financial Market Analysis,The International Monetary Fund,Intermediate,English,"37,452",FREE-Add a Verified Certificate for $25 USD,25.0
CS50's Computer Science for Business Professionals,Harvard University,Introductory,English,"73,208",FREE-Add a Verified Certificate for $90 USD,90.0
Gobierno Digital,Inter-American Development Bank,Introductory,Español,"18,883",FREE-Add a Verified Certificate for $25 USD,25.0
Upper-Intermediate English: Business and Globalization,Universitat Politècnica de Valencia,Intermediate,English,"58,532",FREE-Add a Verified Certificate for $50 USD,50.0
The Opioid Crisis in America,Harvard University,Introductory,English,"54,805",FREE-Add a Verified Certificate for $99 USD,99.0
Gestión de Proyectos de Desarrollo,Inter-American Development Bank,Introductory,Español,"306,286",FREE-Add a Verified Certificate for $49 USD,49.0
Statistical Learning,Stanford University,Introductory,English,"27,968",FREE-Add a Verified Certificate for $50 USD,50.0
Introduction to Social Psychology,The University of Queensland,Introductory,English,"79,365",FREE-Add a Verified Certificate for $99 USD,99.0
Artificial Intelligence (AI),Columbia University,Advanced,English,"265,104",FREE-Add a Verified Certificate for $249 USD,249.0
American Government: Constitutional Foundations,Harvard University,Introductory,English,"35,504",FREE-Add a Verified Certificate for $49 USD,49.0
Introducción a la inversión bursátil,Universitat Politècnica de Valencia,Introductory,Español,"64,261",FREE-Add a Verified Certificate for $50 USD,50.0
Japanese Books: From Manuscript to Print,Harvard University,Introductory,English,"17,581",FREE-Add a Verified Certificate for $100 USD,100.0
Foundations of Modern Finance  I,Massachusetts Institute of Technology,Advanced,English,"24,108",FREE-Add a Verified Certificate for $450 USD,450.0
Operations Management,Indian Institute of Management Bangalore,Intermediate,English,"126,093",FREE-Add a Verified Certificate for $150 USD,150.0
Marketing Management,Indian Institute of Management Bangalore,Intermediate,English,"80,010",FREE-Add a Verified Certificate for $150 USD,150.0
Marketing enfocado en la estrategia de servicios,Universidad Nacional de Córdoba,Introductory,Español,"24,618",FREE-Add a Verified Certificate for $119 USD,119.0
Introduction to Marketing,University of British Columbia,Introductory,English,"169,126",FREE-Add a Verified Certificate for $150 USD,150.0
Programming Basics,IITBombay,Introductory,English,"215,059",FREE-Add a Verified Certificate for $149 USD,149.0
Probability and Statistics in Data Science using Python,"The University of California, San Diego",Advanced,English,"106,286",FREE-Add a Verified Certificate for $350 USD,350.0
HTML5 Coding Essentials and Best Practices,The World Wide Web Consortium (W3C),Intermediate,English,"241,287",FREE-Add a Verified Certificate for $199 USD,199.0
First Nights - Beethoven's 9th Symphony and the 19th Century Orchestra,Harvard University,Introductory,English,"37,426",FREE-Add a Verified Certificate for $49 USD,49.0
Cell Biology: Mitochondria,Harvard University,Introductory,English,"64,142",FREE-Add a Verified Certificate for $99 USD,99.0
"Algorithms: Design and Analysis, Part 1",Stanford University,Intermediate,English,"20,163",FREE-Add a Verified Certificate for $149 USD,149.0
Introducción al Office 365,Universitat Politècnica de Valencia,Introductory,Español,"16,470",FREE-Add a Verified Certificate for $75 USD,75.0
Creative Thinking: Techniques and Tools for Success,Imperial College London,Introductory,English,"54,787",FREE-Add a Verified Certificate for $49 USD,49.0
Upper-Intermediate English: Business and Technology,Universitat Politècnica de Valencia,Intermediate,English,"47,451",FREE-Add a Verified Certificate for $50 USD,50.0
Shakespeare's Hamlet: The Ghost,Harvard University,Introductory,English,"38,331",FREE-Add a Verified Certificate for $49 USD,49.0
FlashDiet: Aprende a comer sano,Universitat Politècnica de Valencia,Introductory,Español,"48,105",FREE-Add a Verified Certificate for $50 USD,50.0
CS50's Understanding Technology,Harvard University,Introductory,English,"50,030",FREE-Add a Verified Certificate for $90 USD,90.0
Introduction to Aerospace Structures and Materials,Delft University of Technology,Introductory,English,"37,126",FREE-Add a Verified Certificate for $50 USD,50.0
Visualizing Data with Python,IBM,Intermediate,English,"42,101",FREE-Add a Verified Certificate for $39 USD,39.0
Success: Practical Thinking Skills,The Hong Kong Polytechnic University,Introductory,English,"24,414",FREE-Add a Verified Certificate for $50 USD,50.0
English for Doing Business in Asia – Speaking,The Hong Kong University of Science and Technology,Introductory,English,"68,422",FREE-Add a Verified Certificate for $60 USD,60.0
Nutrition and Health: Macronutrients and Overnutrition,Wageningen University & Research,Introductory,English,"208,582",FREE-Add a Verified Certificate for $99 USD,99.0
"Contemporary China: The People's Republic, Taiwan, and Hong Kong",Harvard University,Introductory,English,"66,771",FREE-Add a Verified Certificate for $139 USD,139.0
Introduction to Clinical Psychology,The University of Queensland,Introductory,English,"57,234",FREE-Add a Verified Certificate for $99 USD,99.0
Modern Masterpieces of World Literature,Harvard University,Introductory,English,"48,049",FREE-Add a Verified Certificate for $99 USD,99.0
"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",Harvard University,Introductory,English,"24,259",FREE-Add a Verified Certificate for $49 USD,49.0
Applied Scrum for Agile Project Management,"The University of Maryland, College Park-University System of Maryland",Advanced,English,"55,293",FREE-Add a Verified Certificate for $199 USD,199.0
Corporate Finance,Indian Institute of Management Bangalore,Intermediate,English,"62,798",FREE-Add a Verified Certificate for $150 USD,150.0
Judaism Through Its Scriptures,Harvard University,Introductory,English,"50,540",FREE-Add a Verified Certificate for $99 USD,99.0
Excel avanzado: importación y análisis de datos,Universitat Politècnica de Valencia,Advanced,Español,"47,184",FREE-Add a Verified Certificate for $75 USD,75.0
CSS Basics,The World Wide Web Consortium (W3C),Introductory,English,"95,163",FREE-Add a Verified Certificate for $199 USD,199.0
Unlocking Information Security: Part I,IsraelX-Tel Aviv University,Intermediate,English,"19,905",FREE-Add a Verified Certificate for $149 USD,149.0
Becoming an Effective Leader,The University of Queensland,Intermediate,English,"55,937",FREE-Add a Verified Certificate for $99 USD,99.0
Digital Branding and Engagement,Curtin University,Intermediate,English,"122,977",FREE-Add a Verified Certificate for $99 USD,99.0
Introduction to Cybersecurity,University of Washington,Introductory,English,"73,021",FREE-Add a Verified Certificate for $199 USD,199.0
General Academic English|生活英语进阶,Tsinghua University,Introductory,English,"17,526",FREE-Add a Verified Certificate for $49 USD,49.0
Gestión de personas: Recursos Humanos,Universidad Nacional de Córdoba,Introductory,Español,"19,687",FREE-Add a Verified Certificate for $119 USD,119.0
From Poverty to Prosperity: Understanding Economic Development,University of Oxford,Intermediate,English,"91,062",FREE-Add a Verified Certificate for $149 USD,149.0
Medical Terminology,Doane University,Introductory,English,"31,354",FREE-Add a Verified Certificate for $79 USD,79.0
Ancient Masterpieces of World Literature,Harvard University,Introductory,English,"48,899",FREE-Add a Verified Certificate for $99 USD,99.0
Shakespeare's The Merchant of Venice: Shylock,Harvard University,Introductory,English,"23,283",FREE-Add a Verified Certificate for $49 USD,49.0
Gestión del estrés y Mindfulness,Universidades Anáhuac,Introductory,Español,"15,965",FREE-Add a Verified Certificate for $49 USD,49.0
Behavioural Economics in Action,University of Toronto,Introductory,English,"66,764",FREE-Add a Verified Certificate for $139 USD,139.0
Finance for Everyone: Smart Tools for Decision-Making,The University of Michigan,Introductory,English,"45,029",FREE-Add a Verified Certificate for $49 USD,49.0
Creating Innovative Business Models,"University System of Maryland-The University of Maryland, College Park",Introductory,English,"12,227",FREE-Add a Verified Certificate for $149 USD,149.0
u.lab: Leading From the Emerging Future,Massachusetts Institute of Technology,Introductory,English,"79,424",FREE-Add a Verified Certificate for $99 USD,99.0
Electric Cars: Introduction,Delft University of Technology,Intermediate,English,"56,171",FREE-Add a Verified Certificate for $50 USD,50.0
Inteligencia Artificial para todos: Domina los fundamentos,IBM,Introductory,Español,"11,764",FREE-Add a Verified Certificate for $49 USD,49.0
Marketing Analytics,Columbia University,Advanced,English,"55,228",FREE-Add a Verified Certificate for $249 USD,249.0
Introducción a la Regulación Emocional basada en Mindfulness,Universidad Autónoma de Madrid,Introductory,Español,"20,634",FREE-Add a Verified Certificate for $49 USD,49.0
Design Thinking Fundamentals,Rochester Institute of Technology,Intermediate,English,"56,446",FREE-Add a Verified Certificate for $299 USD,299.0
Basic Spanish 3: Getting there,Universitat Politècnica de Valencia,Introductory,English,"17,569",FREE-Add a Verified Certificate for $50 USD,50.0
Mi propia huerta orgánica,Universidad Nacional de Córdoba,Introductory,Español,"11,346",FREE-Add a Verified Certificate for $29 USD,29.0
Sustainability in Architecture: An Interdisciplinary Introduction,Universitat Politècnica de Valencia,Intermediate,English,"31,352",FREE-Add a Verified Certificate for $50 USD,50.0
Gestión de riesgos en proyectos de desarrollo,Inter-American Development Bank,Intermediate,Español,"47,676",FREE-Add a Verified Certificate for $25 USD,25.0
Python Data Structures,The University of Michigan,Introductory,English,"36,369",FREE-Add a Verified Certificate for $49 USD,49.0
The Science and Business of Biotechnology,Massachusetts Institute of Technology,Intermediate,English,"17,039",FREE-Add a Verified Certificate for $49 USD,49.0
Finance Essentials,Imperial College Business School-Imperial College London,Introductory,English,"63,666",FREE-Add a Verified Certificate for $79 USD,79.0
Introduction to the Internet of Things (IoT),Curtin University,Introductory,English,"89,421",FREE-Add a Verified Certificate for $149 USD,149.0
'Talk to me': Improving mental health and suicide prevention in young adults,Curtin University,Introductory,English,"11,481",FREE-Add a Verified Certificate for $139 USD,139.0
Disaster Medicine Training,Stanford University,Introductory,English,"10,937",FREE-Add a Verified Certificate for $50 USD,50.0
Nutrition and Health: Human Microbiome,Wageningen University & Research,Introductory,English,"44,079",FREE-Add a Verified Certificate for $49 USD,49.0
Customer Relationship Management,Indian Institute of Management Bangalore,Intermediate,English,"53,085",FREE-Add a Verified Certificate for $50 USD,50.0
Islam Through Its Scriptures,Harvard University,Introductory,English,"65,430",FREE-Add a Verified Certificate for $99 USD,99.0
Mechatronics Revolution: Fundamentals and Core Concepts,The Georgia Institute of Technology,Introductory,English,"11,619",FREE-Add a Verified Certificate for $149 USD,149.0
Accounting for Decision-Making,Indian Institute of Management Bangalore,Intermediate,English,"57,710",FREE-Add a Verified Certificate for $150 USD,150.0
C Programming: Language Foundations,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,English,"46,400",FREE-Add a Verified Certificate for $49 USD,49.0
