id,title,level,n_enrolled,n_lectures,date,price
435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,Intermediate,22,57,2015-03-16,20
334530,Illustrator 101: Learn Quickly and Easily to create Artwork,All Levels,452,37,2014-11-25,40
904144,Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,All Levels,67,25,2016-07-14,40
397946,Easy Steps To Become A Photoshop Expert,All Levels,1081,47,2015-01-29,20
561800,Intro to Adobe Illustrator,Basic,189,55,2015-08-07,20
810234,Beginners Guide: Photoshop Poster/Artwork,Basic,775,6,2016-04-02,20
559046,Basic Graphic Design for PowerPoint,Basic,88,14,2015-07-26,20
338308,Master Graphic Design Using Photoshop with Rachael,All Levels,598,13,2014-11-07,25
477634,Adobe Illustrator CC - Print Design for Beginners,Basic,145,55,2016-03-08,50
913194,Adobe Illustrator | Master in 3D,All Levels,445,14,2016-07-28,25
429866,From Drawing to Illustration,Basic,237,32,2015-04-17,20
632702,Adobe Suite : Unleash your creativity & benefit from it !,All Levels,1005,46,2015-11-09,200
429366,Become a Logo Designer: Guide to Complimentary Logo Software,All Levels,485,21,2015-03-19,35
433084,DIY Beautiful Social Graphics That Don't Require Photoshop,All Levels,238,22,2015-03-03,20
185092,Design while you learn InDesign CC,Basic,1116,21,2014-04-07,20
395652,R Graph Essentials,All Levels,105,41,2015-01-21,85
943724,Car Sketching with Simple Analog Tools,All Levels,23,10,2016-08-29,40
546124,Drawing Anime & Manga Style,All Levels,82,40,2015-07-10,25
876444,Inkscape 101 for Beginners - Design Vector Graphics,Basic,13,26,2016-06-13,195
893978,"How to Fix Common Branding Mistakes, for Graphic Designers",Intermediate,19,9,2016-11-18,35
1249378,AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,All Levels,105,22,2017-06-13,0
273256,Mind-Blowing Photoshop: Master Skills Season 1,All Levels,94,69,2014-08-08,20
1240730,Architectural Drawing For Creatives,All Levels,5,156,2017-06-21,195
651014,Adobe Photoshop (Complete Beginner),Basic,98,33,2015-12-09,200
1236254,Character Design,Intermediate,5,24,2017-05-31,75
1201118,Icon Design Masterclass: Learn Icon Design Principles,Basic,6,15,2017-05-05,40
1227748,create stunning Photoshop compositions in minutes,All Levels,5,29,2017-06-07,20
408118,Marvelous Logo Design,All Levels,91,13,2015-01-30,20
1258402,Canva Complete Course For Graphics Design | 20 Projects,All Levels,3,27,2017-06-27,20
489114,The Complete Video Production Guide - Learn Top Video Tools,All Levels,121,77,2015-05-25,195
16689,Drawing With Confidence,All Levels,105,10,2012-05-04,25
1089062,Add realistic car paint to your pencil drawing in Photoshop!,Basic,17,8,2017-02-02,25
709160,T-Shirt Sales - Merch By Amazon Profit Formula With Canva,All Levels,380,26,2017-06-26,20
385662,Learn print production from start to finish,All Levels,494,16,2015-05-04,35
508570,Step by Step Gif animation in Photoshop,All Levels,518,17,2015-06-08,20
934790,Adobe - Create a professional logo step-by-step (Farming),All Levels,214,15,2016-08-18,20
1133716,Adobe Illustrator CC Advanced,Basic,11,27,2017-03-08,30
473474,Mastering Realistic Real Life Drawing with Pencil,Basic,33,12,2015-04-20,20
1143032,Silhouettes that Sells,Basic,9,13,2017-03-23,25
121490,FullPage: The Complete Guide to Flat Websites,All Levels,817,13,2013-11-18,20
339560,How to design professional PowerPoint business presentation,All Levels,286,7,2014-11-11,20
659340,Pic Monkey for Beginners - Graphic Design and Photo Editing,Basic,774,17,2015-11-08,20
835082,Corel Painter 2016,All Levels,41,86,2016-05-11,40
335902,eBook Cover Design,Intermediate,30,14,2014-11-04,20
441106,"Photoshop tips and tricks, how to change clothes",All Levels,837,26,2015-03-16,20
624356,How to make Better Compositions: Take your art to new height,All Levels,11,8,2016-08-04,30
456388,Adobe Photoshop CC | The Essential Guide,All Levels,254,81,2015-05-12,20
955242,Learn to Composite a 2D Action Shot in Photoshop,Basic,40,8,2016-09-10,20
496430,Infographic Design: How To Create Your Own Infographic,All Levels,84,13,2015-05-12,20
793246,Autodesk Inventor 2016 : Complete Guide ,Basic,23,83,2016-03-22,20
547190,Amazing Graphic Design for Beginners,Basic,32,5,2015-07-08,20
696630,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",Basic,4529,7,2015-12-21,0
643970,Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,All Levels,823,10,2015-12-11,20
801486,Playing Piano:  Popular Pieces Vol. II,Basic,1472,24,2016-03-31,150
455054,Ninja Chord Changes - Master your guitar chord changes,Basic,1327,13,2015-03-29,30
1257976,Your First 10 Guitar Lessons - Learn how to play guitar,Basic,924,18,2017-06-29,0
1253224,Pentatonic Scale Crash Course for Bass Guitar,Intermediate,898,24,2017-06-15,0
837722,Modal Theory for Guitar (Guitar Lessons from Lutz Academy),All Levels,1039,9,2016-05-06,50
631416,Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,All Levels,1474,102,2015-10-20,80
149728,Learn Jazz Piano Today,All Levels,1167,44,2014-01-24,50
195576,Learn To Play The Drums Without A Drum Kit,All Levels,1589,39,2014-06-27,25
1048302,Learn Travis Picking From Scratch,Intermediate,219,25,2017-01-01,40
560662,Instant Harmonica - how to get single notes in 5 easy steps,Basic,835,7,2015-07-22,20
661814,Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,All Levels,747,28,2015-11-10,70
640496,Teaching Music : Start teaching an instrument successfully.,Basic,1337,18,2015-10-16,30
1200374,Strumming from scratch - Rhythm guitar lesson for Beginners,Basic,530,13,2017-05-04,0
101498,Blues Guitar Lessons - From Texas To Carolina,Intermediate,1297,9,2013-10-13,20
729464,Instant Harmonica - play the groovy Beatles Yesterday today!,All Levels,295,14,2016-04-25,40
961630,Beginner Guitar Quick-Start Course,Basic,2084,7,2016-09-28,0
544234,Mike G's Beginner Drum Course: Part 1,Basic,515,20,2015-11-01,35
517366,Guitar for Beginners - Learn the Basics,Basic,1026,19,2015-06-12,20
271652,How To Play The Djembe: For Beginners,All Levels,414,19,2014-11-11,30
760066,Blues Guitar Lessons - Volume 1 - Blues Shuffle Essentials,All Levels,198,15,2016-02-12,45
80844,Beginner Guitar - 38 Easy Lessons You Needs to Get Started,Basic,250,39,2013-09-05,40
820086,Bass Guitar Lessons For Beginners,Basic,180,38,2016-04-26,95
1013558,Pure Pentatonic Power: Rock and Blues Guitar Soloing,All Levels,128,18,2016-11-27,50
206332,Rock Drumset Grooves: Level 1,Basic,709,38,2014-09-02,20
624662,Guitar: The Next Level,Basic,117,10,2015-10-02,55
470472,Learn to Play Euphonium: Beginner to Pro in Under Five Hours,Basic,305,108,2015-04-16,50
331970,Learn Oud 1 (No Prior Music Knowledge Required!),Basic,153,38,2015-09-10,20
705890,Instant Harmonica - play Dylan's Blowing in the Wind today!,All Levels,81,14,2016-01-12,20
932804,Improvise On The Piano In 30 Minutes,Basic,85,19,2016-08-18,40
1101522,Cajon Step-by-Step: Beginner > Intermediate > Advanced,All Levels,73,45,2017-02-13,35
760300,Blues Guitar Lessons - Volume 2 - Slow Blues Essentials,All Levels,178,11,2016-02-13,45
636858,Instant Harmonica - play the gorgeous Skye Boat Song now!,Basic,122,11,2015-10-18,20
371896,Learn to Play Trombone: Go From Beginner to Pro in No Time!,All Levels,402,123,2015-03-04,50
636842,FingerstyleGuitar by Jacques Stotzem - Basic Level,All Levels,119,16,2015-10-12,30
564446,Instant Harmonica - play two Star Wars themes in 30 minutes ,Basic,605,11,2015-07-28,20
925286,Play Piano To-day! - Beginner Piano Lessons For Busy People!,Basic,476,91,2016-11-01,100
324224,Learn to Play the Flute: Beginner to Pro in Under Five Hours,Basic,707,108,2014-10-29,50
1008054,Play Piano 7: Improvise on For All We Know in F Key by Ear,All Levels,438,77,2016-11-10,50
40495,World's Fastest Piano Method - The Piano Revolution!,Basic,1199,31,2013-02-18,95
184780,Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,Basic,966,145,2014-03-21,50
338926,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,Basic,877,88,2015-01-01,50
104304,"Learn To Play The Piano Using Pop, R&B and Gospel Chords",All Levels,1504,14,2013-10-15,50
413182,Play By Ear #4: Play Song By Ear with 3 Chords Using Any Key,All Levels,1064,110,2015-02-07,95
1108666,Worship Piano: From Beginner to Pro,All Levels,117,32,2017-02-18,80
692658,Easy to play Christmas Songs for Guitar,All Levels,1229,11,2015-12-12,100
173776,Ultimate Blues Guitar Beginner Lessons,Basic,922,90,2014-03-08,20
1254852,How to Play Piano - Your First Lesson!,Basic,662,13,2017-06-24,0
637842,Playing Piano : Reading and Playing Classical Tunes Vol.I,Basic,1732,34,2015-10-16,50
953442,Blues School! A Course For Beginners in Blues Piano & Improv,All Levels,326,54,2017-02-22,120
648628,Learn Fun Dreamy Piano Techniques # 2 - Play Silver Bells,All Levels,1284,99,2015-10-26,80
670640,31 Day Guitar Challenge,Basic,1029,32,2015-11-30,40
403078,Percussive Fingerstyle Guitar,Intermediate,886,74,2015-02-02,50
174562,Learn to Play Saxophone: Beginner to Pro in Under Four Hours,Basic,1213,77,2014-03-03,50
396238,"Learn BASS GUITAR- Have Fun, Amaze Your Friends- It's Easy! ",Basic,1605,52,2015-02-13,100
20387,Guitar Insanity Workout - Eatmystrings!,All Levels,2673,29,2012-07-06,50
646906,Playing Piano:  Play Chords and Popular Pieces Vol.I,Basic,1987,43,2016-02-01,100
783292,Guitar Chord Riot! Learn to Play Guitar Like a Guitar Jedi,Intermediate,1052,43,2016-03-11,75
515262,Guitar: Learn 12 Must Know Beginner Rock Guitar Riffs,Basic,1548,20,2015-09-24,50
147404,Guitar Fretboard Mastery for the Blues Guitarist,All Levels,257,5,2014-01-16,20
260900,Quick & Easy Piano Chords: Play more songs with more chords,Basic,1818,90,2014-07-17,55
563650,Instant Harmonica - play Scarborough Fair in 8 easy lectures,Basic,543,12,2015-07-24,40
743674,Piano With Willie: Blues n' Boogie Vol. 2,Intermediate,95,11,2016-04-13,40
71912,Have Fun with Beginner Blues Piano,All Levels,321,27,2013-08-05,75
1186514,Learn to Play Harp: Beginners Course,Basic,408,10,2017-04-28,0
1104494,Instant Harmonica - play this classic 8 bar blues tune!,All Levels,43,13,2017-04-23,40
764534,Guitar Lessons - Learning The Neck - Fretboard Mastery,All Levels,239,49,2016-02-16,45
808292,Take your double bass drum technique to the next level,Intermediate,584,196,2016-05-16,40
630734,How To Play The Cajon: For Beginners,All Levels,144,25,2015-12-18,30
757284,Slide Guitar- Slide Soloing Essentials,All Levels,297,17,2016-02-11,50
356060,Learn Piano #8:  Use Augmented Chord Sub & Whole Tone Scales,All Levels,1137,45,2016-02-23,60
1045886,Learn Acoustic Guitar for Worship,Basic,86,26,2017-01-23,40
939668,Learn 3 - All Time A R Rahman Hits on Carnatic Flute!,Intermediate,98,31,2016-12-13,70
873386,Guitar Lessons: The Essential Beginner & Intermediate Course,All Levels,2566,23,2016-06-10,0
933818,Instant Harmonica - play the groovy Irish Washerwoman now!,Basic,55,13,2017-01-24,40
624118,Music Fundamentals: Learn Beatmaking with Pen Tapping,All Levels,537,22,2015-11-13,200
149716,"Learn to Play Fernando Sor's 'Study in B minor"",https://www.udemy.com/study-in-b-minor/,true,115,1403,5,9,Intermediate Level,43 mins,2014-01-27T20:58:16Z
398746,Piano: The Chord Based System - Learn To Play As The Pros Do""",All Levels,595,33,2015-02-09,115
585946,Beginner Guitar Lessons by Paul Gronow,All Levels,659,46,2016-03-02,50
876396,Guitar Fretboard Secrets,Intermediate,186,35,2016-12-01,55
263818,Learn to Play French Horn: Beginner to Pro Made the Easy Way,Basic,460,131,2014-10-29,50
759972,150 Rock Guitar Licks You MUST Know,All Levels,252,21,2016-02-19,45
893056,Didgeridoo - from zero to HERO! Part One - beginning,Basic,87,38,2016-07-02,35
326428,Learn Piano Scales: Play any song in any key! Like Pro's do,Basic,1720,26,2014-10-29,50
769518,Instant Harmonica - play the groovy Valens La Bamba now!,Basic,390,10,2016-02-22,20
806638,Blues Master - Beginner's Techniques Piano Course,All Levels,2618,16,2016-03-29,0
467408,"How to play Djembe, Drums & Rhythm. Level 2",Intermediate,390,36,2015-07-23,40
567558,Instant Harmonica - play Amazing Grace with grace and ease!,Basic,496,14,2015-08-01,40
854696,Instant Harmonica - play Amazing Grace + Ode to Joy now!,All Levels,341,23,2016-06-17,40
1182624,Play Thousands of Songs On The Guitar | Cheater Chords,Basic,97,12,2017-04-19,100
27681,Piano Improvisation from Day One,All Levels,1249,21,2013-03-01,20
412970,Classical Guitar Essentials - The Basics Part 1,Basic,861,52,2016-05-04,65
344234,Learn Piano #7- Learn Chromatic Chords & Chromatic Scale Run,All Levels,973,74,2016-02-01,60
692812,Play all major scales by ear - no notation required!,Basic,868,62,2015-12-15,40
933666,How to play in a local Irish music session with confidence,All Levels,193,8,2016-08-18,40
645202,The Total Beginner's Guitar Course,Basic,9193,17,2016-03-24,0
65033,Virtual Piano Lessons - A New Way To Learn Piano,All Levels,5830,12,2013-07-21,50
550842,16 Guitar Chords to Jam With - (Beginner - Intermediate),Basic,1224,20,2015-07-10,20
19421,Free Beginner Electric Guitar Lessons,Basic,101154,95,2012-06-15,0
897162,101 Awesome Rockabilly Guitar Licks,Intermediate,407,33,2016-08-10,40
955914,A beginner`s guide to fingerpicking and strumming guitar',Basic,3481,20,2016-09-13,0
1158690,"Instant Harmonica - Basic 12 Bar Blues course, easy and fun!",Basic,124,14,2017-03-29,40
551170,Your First Course on Piano,Basic,2002,33,2015-07-16,70
198690,Acoustic Guitar Basics,Basic,14495,21,2014-08-07,0
657518,Cracking the Violin Code!,All Levels,746,40,2015-11-17,120
708696,Instant Bodhran - part one; learn the basics of drumming now,Basic,920,9,2016-01-12,30
1007396,"Play The Piano By Ear | Master Class, Learn By Doing",All Levels,362,27,2016-11-12,175
505126,Discover Classical Guitar Level 2   ,Intermediate,927,123,2015-09-01,75
574428,Fingerpicking Classics - Great songs played fingerstyle!,All Levels,953,13,2015-08-07,20
602450,6 Must Know Tricks to Successful Solos,All Levels,469,30,2015-09-28,35
895244,CAGED System for Guitar (Guitar Lessons from Lutz Academy),All Levels,450,7,2016-07-25,50
342398,Learn the Violin - No Music Experience Necessary!,Basic,600,30,2015-09-02,120
552700,Your Second Course on Piano: Two Handed Playing,Basic,1018,22,2015-10-26,70
175278,How to Design Your Own Guitar,All Levels,181,32,2014-06-25,50
101496,How To Play Blues Guitar - Broonzy & McGhee Blues Lessons,Intermediate,8240,6,2013-11-23,0
365292,Play Sonny Terry style on Harmonica and dazzle your friends!,All Levels,582,51,2014-12-18,200
42251,Blues and Advanced Guitar Lessons,All Levels,1235,131,2013-06-10,85
446478,Learn basics of South Indian Carnatic Flute Step by Step ,Basic,380,49,2015-04-15,150
132570,Basic Piano Hymn Playing,Basic,1842,28,2013-12-12,20
288942,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,All Levels,3137,68,2014-09-18,35
1105794,Piano Music Theory (Back To Basics) by JFilt,Basic,4967,12,2017-02-13,0
515256,Guitar - 12  Strumming Patterns You Must Know For Guitar,Basic,2154,16,2015-07-06,50
956102,Guitar Lessons for complete beginners - super simple and fun,Basic,936,12,2016-09-12,20
902476,CAGED Pentatonic System for Guitar - Level 3,All Levels,1224,32,2016-09-28,45
1051856,Classical Guitar Essentials - The Basics Part 2,Intermediate,1030,44,2017-03-03,95
583752,Introduction to Piano - By PGN Piano!,Basic,14922,8,2015-08-16,0
521072,Keyboard Instruments - Read Sheet Music for Piano Fast!,Basic,2788,41,2015-07-01,50
749686,How to Play the Guitar: Your 30-Day Guide to Learn Guitar,Basic,2686,32,2016-02-02,20
1010274,Drumming Accelerator: How To Get The Best Start Possible,Basic,1594,34,2017-04-18,200
998100,Play Piano 4: Improvise on popular song Yesterday chords,All Levels,1018,63,2016-10-30,50
1033670,Beginner's Guitar Lessons - Crash Course for Busy Adults,Basic,1194,29,2017-05-02,50
1266892,Getting Started with the Guitar in 5 Days,Basic,270,24,2017-07-03,0
762374,Guitar Lessons - String Bending And Vibrato Essentials,All Levels,3325,5,2016-02-15,0
743634,Piano With Willie: Blues n' Boogie Vol. 1,Intermediate,172,15,2016-04-13,40
663810,Piano Runs & Fills #4: C6 Rolling Waves & Waterfall Runs,All Levels,834,35,2015-11-10,70
475914,Chugging - it don't mean a thing if it ain't got that swing!,All Levels,382,25,2015-04-20,200
831294,Make Your Own Ukulele,All Levels,452,23,2016-08-29,85
364716,"Beginner Violin 101: Care, Maintenance, and the Right Gear",All Levels,5543,29,2015-03-03,0
1105904,Learn How To Play 25 Classic Hip Hop Songs,All Levels,153,27,2017-02-13,25
242382,Learn Beethoven's Fur Elise on Piano,All Levels,1582,6,2014-06-13,20
783778,Play Violin and Fiddle for beginners - it's fun  - Course 1,Basic,560,9,2016-03-18,20
773016,Piano With Willie Building Technique with Scales Vol. 1,All Levels,111,12,2016-04-13,40
672894,Christmas Piano Songs For The Very Beginner Vol. I,Basic,1060,15,2015-11-22,40
1132694,Introduction to Gypsy Jazz Guitar,All Levels,452,18,2017-05-14,95
311530,"Learn How to Play Blues, Rock, & Boogie Woogie Piano Today",All Levels,2346,14,2014-10-08,45
1236562,The Piano Chord Ladder | Learn to Play Thousands of Songs,All Levels,103,11,2017-05-31,100
1000966,Play Piano 5: Improvise on Misty Eb Key Runs & 2-5 Chords,Advanced,833,70,2016-11-03,50
782430,Playing Piano: Scales and Arpeggios Vol.I : Major keys,Basic,2358,26,2016-03-31,50
777650,Drumming for Beginners - Simple Way To Learn How To Drum,Basic,1814,22,2016-03-02,20
138228,Get great playing HARMONICA - a fun new leisure time hobby !,All Levels,2543,17,2014-02-12,35
1034414,Fingerstyle Guitar Mastery: 3 Techniques You Need To Know,All Levels,3042,13,2016-12-13,0
996888,Play Piano 3: Improvise Chords to Enchanted Evening by Ear,All Levels,809,57,2016-10-30,50
1191750,"Jazz Guitar Tips, Tricks and Licks",Intermediate,9351,21,2017-05-01,0
793234,Piano From Zero To Pro - Beginner Essentials To The Piano,Basic,811,52,2016-03-16,70
372416,"Piano: Learn 48 chords in 1 hour,  and always remember how",Basic,1424,16,2014-12-28,120
665278,Walking Bass - Quick Start Guide,All Levels,193,31,2015-12-10,50
1170198,Beginner Guitar Lessons: Learn To Play Guitar Today (WAVE 1),Basic,65,56,2017-05-01,45
1002272,Blues Bass - Quick Start Guide,All Levels,59,29,2016-11-24,50
213532,How to speak Pianish (beginner level),Basic,545,10,2014-08-25,30
64585,Gospel Piano Essentials,Intermediate,668,46,2013-07-11,30
1013762,Instant Harmonica - play Leonard Cohen's Hallelujah now!,All Levels,100,14,2016-11-20,40
315576,Guitar Crash Course (No Experience Necessary),Basic,5769,29,2015-01-22,0
812914,Beginner Guitar Lessons - Your Complete Foundation Course,Basic,293,162,2016-04-11,60
660690,Piano Building Blocks: Learn the 24 Most Common Chords,Basic,492,17,2016-03-07,50
347104,Learn to Play the Oboe: Beginner to Pro in Under Four Hours,Basic,500,74,2015-01-01,50
638204,Playing Piano By Ear: Complete Guide for Aspiring Musicians,All Levels,346,59,2015-11-20,150
519694,"Discover the fun of Spoon playing, a beginners course",All Levels,353,25,2015-06-25,65
647336,Country Guitar Fundamentals,Intermediate,1174,23,2016-12-23,50
464844,Discover Classical Guitar Level 1,Basic,1513,19,2015-06-21,25
824044,PI-101 Top 10 Classical Piano Pieces for Beginners,Basic,6292,38,2016-05-30,0
409818,Get started playing blues harmonica,Basic,6853,23,2015-03-30,0
755198,Rockabilly Guitar For Beginners,Basic,475,36,2016-02-21,40
552650,Beginner Piano,Basic,776,89,2015-08-05,20
710420,Step by Step Tabla Course- Indian Drums,Basic,1337,21,2016-01-18,20
1000988,Play Piano 6 -Improvise on The Way We Were with Power Chords,All Levels,701,62,2016-11-03,50
384928,101 Blues riffs - learn how the harmonica superstars do it,Intermediate,1350,55,2015-01-04,200
392958,Learn To Play The Drums,All Levels,1141,74,2015-05-28,25
515260,Guitar: Master The Guitar Fretboard In 6 Easy Steps,Basic,1203,10,2015-10-12,55
555340,Play Piano in 30 Days! - Start Playing NOW!,Basic,5188,58,2015-07-26,0
603902,Curso de Didgeridoo nivel principiante,Basic,0,31,2016-04-11,50
217978,ブルースギター入門,All Levels,462,23,2014-05-17,0
238934,Pianoforall - Incredible New Way To Learn Piano & Keyboard,All Levels,75499,362,2014-08-07,200
456284,The Professional Guitar Masterclass,All Levels,21701,136,2015-04-28,200
1029440,Modern Rock Guitar Techniques,Intermediate,3157,32,2016-12-08,50
42271,Complete Guitar System - Beginner to Advanced,All Levels,32935,310,2013-05-29,145
484670,Guitar Super System Level 1,Intermediate,10869,104,2015-04-29,50
967380,How to play Piano - Go from a Beginner/Intermediate to a Pro,All Levels,5316,291,2016-10-16,200
681692,Guitar Super System Level 2,Advanced,4192,34,2015-11-30,50
200598,"LEARN HARMONICA, amaze your friends and have fun - it's easy",All Levels,8857,131,2014-04-27,200
953152,The Complete Piano & Music Theory Beginners Course,All Levels,10435,23,2016-09-15,50
1132342,Ultimate Beginner Guitar Masterclass,Basic,8113,124,2017-05-15,200
194692,Quicklessons Piano Course - Learn to Play Piano by Ear!,All Levels,7178,144,2014-04-12,200
1119092,"Learn guitar the Right way! Complete 'KickStarter course""",Basic,2102,99,2017-02-25,150
902474,CAGED Pentatonic System for Guitar - Level 1,All Levels,1329,35,2016-07-28,45
920194,CAGED Pentatonic System for Guitar - Level 2,All Levels,1220,26,2016-08-26,45
666322,Learn to Play Piano From a Concert Pianist - For Beginners,Basic,3206,17,2015-11-22,200
1193886,#12 Hand Coordination: Let your Hands dance with Ballad 9,Intermediate,482,47,2017-04-26,75
647338,How To Make Money With A Cover Band,All Levels,2498,25,2017-03-30,50
1194244,How To Play Guitar - For Absolute Beginners,Basic,478,18,2017-05-01,35
658816,Learn How to Improvise on Guitar in 30 Days,Basic,1788,33,2016-10-25,200
1009802,Play Piano 8 - Play Over the Rainbow by Ear & Free Improvise,All Levels,1249,69,2016-11-14,50
353224,The Best Beginner Guitar Course Ever,Basic,1976,16,2014-11-25,50
938260,Piano For Singer/Songwriters 2: Pop/Rock Rhythm Immersion,All Levels,567,24,2016-08-29,100
907966,Guitar: Learn 10 CCR Guitar Chord Progressions,Basic,2045,24,2016-08-25,50
997470,"Play Piano 2:  Play 'Love Me Tender By Ear with 2-5 Chords""",All Levels,1204,56,2016-10-30,50
993134,Learn Piano #10 Tritone Chord Substitution with Jazzy Sounds,All Levels,1227,26,2016-10-25,60
41884,Getting Started with Playing Guitar,Basic,47652,26,2013-05-29,0
888698,Piano Playing: Reading and Playing Classical Tunes Vol.II,Basic,1638,17,2016-06-28,40
1119610,Harmonica Jamz: The Only Course on Jammin' with Friends,Basic,568,65,2017-03-21,60
476324,Guitar - Learn 10 Legendary Chord Progressions for Guitar,Basic,3013,28,2015-06-14,55
476988,Guitar - Blues Guitar for Beginners,Basic,2795,25,2015-05-22,45
1159988,Electric Guitar for Beginners - RockStarter Level 1,Basic,491,29,2017-03-30,40
1034080,The Circle of Fifths for Guitarists,Intermediate,1018,5,2016-12-15,50
659918,Piano Runs & Fills #2: Play Rolling Cascading Runs for Intro,All Levels,2164,30,2015-11-04,70
422546,Piano - Circle of 5ths to Play A Song in 12 Keys in 12 Days,All Levels,2415,115,2015-02-17,95
1116196,Essential Theory and Technique for Guitar,Basic,2285,22,2017-02-25,0
660460,Piano for Complete Beginners: Learn your first song today!,Basic,1268,30,2015-11-10,40
1123250,Master Class Piano Techniques: Tips To EZ Coordinate 2 Hands,Intermediate,2026,62,2017-03-09,95
1003568,Master Class # 11:  Play Piano Techniques Learn Piano 1 to10,All Levels,2164,113,2016-11-07,95
1240148,Learn all Piano Chords in all Piano Scales with logic,Basic,969,17,2017-06-04,45
1111630,Learn to play the piano or keyboard from scratch,Basic,1987,161,2017-05-31,145
830568,5 Exotic Guitar Scales and How to Use Them Effectively,Intermediate,1319,21,2016-08-09,50
566678,Learn 4 Chords and Play Thousands of Songs!,Basic,4560,22,2015-08-17,20
1170074,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,Intermediate,1593,41,2017-04-12,75
517148,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,All Levels,6565,56,2015-08-04,200
206088,Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,Intermediate,4133,224,2014-05-19,200
995562,Play Piano 1 Master Class Intro:  Standards 2-5 Power Chords,All Levels,1541,42,2016-10-29,50
59922,Best Beginner Guitar Lessons by Sam Lyons,All Levels,14560,32,2013-06-16,20
76524,A new approach to piano and playing songs for beginners,Basic,7140,26,2013-08-11,50
971962,Learn Guitar: Zero to Guitar Fingerpicking in 30 days,Basic,1495,36,2016-12-28,50
972704,How to play Contemporary Piano,All Levels,1200,10,2016-10-04,25
993510,Piano Technique Exercises Vol.1,All Levels,1674,24,2017-01-25,50
1255114,Instant Harmonica - Learning the Basic 12 Bar Blues Bassline,All Levels,54,10,2017-06-16,40
1120410,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,Intermediate,940,32,2017-02-21,75
1048188,Modern Country Guitar: Technique Booster,Intermediate,1152,42,2017-01-26,30
970880,"Blues Guitar Lessons for Beginners: Chords, Rhythm and Lead",Basic,2558,16,2016-10-19,95
1116700,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,Intermediate,850,43,2017-02-21,75
687248,3 step formula for playing guitar by ear,Basic,3937,20,2015-12-03,25
1052180,"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z
42038,Learn Piano Today: How to Play Piano Course in Quick Lessons""",All Levels,6271,75,2013-06-27,100
501412,Play Piano by Ear Today! SuperCourse,All Levels,4557,77,2016-01-05,60
1032864,Learn to Read & Write Music to play Piano & more instruments,All Levels,5292,85,2016-12-27,115
574974,The Complete Piano Course - Master The Piano,All Levels,4982,240,2015-08-20,95
1229488,Learn to play your favorite guitar songs by ear,All Levels,4733,15,2017-05-27,50
658276,Piano for Singer/Songwriters | Write Songs and Perform Live!,Basic,3371,42,2015-11-12,100
1041176,Fun Beginner Ukulele Course,Basic,1409,17,2016-12-21,55
26956,Learn Guitar in 21 Days,Basic,26504,82,2012-10-21,20
1098994,Fun Ukulele Strumming Course,Basic,3141,15,2017-02-02,45
917432,The Professional Bass Masterclass,All Levels,1449,88,2016-10-24,200
983418,The Allman Brothers Guitar Roots And Techniques,Intermediate,2692,14,2016-10-29,75
648506,Blues Guitar Fundamentals,Intermediate,3312,21,2016-06-27,50
1122832,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,Intermediate,2015,21,2017-03-08,65
1123184,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,Intermediate,2015,25,2017-03-08,65
858064,Beginner Level Popular Piano Program - Month 1,Basic,7,13,2016-05-24,30
214328,Piano Lessons for the R&B Fan,All Levels,228,64,2014-05-13,20
101500,Guitar Lessons - Blind Blake - King Of Ragtime Blues Guitar,Advanced,65,13,2013-11-25,20
829962,Darbuka Drumming: Learn how to play the Darbuka Dounbek,Basic,1094,11,2016-04-23,0
519212,Awesome Lead Guitar 1,Basic,60,38,2015-12-15,25
297930,The art of piano improvisation,All Levels,83,9,2014-09-19,20
663710,How To Build A Professional Djembe: Create Music Beauty &Biz,All Levels,122,29,2015-11-12,40
471328,Advanced Euphonium Studies - Learn to Master the Euphonium!​,All Levels,106,89,2015-04-16,50
892898,Didgeridoo - from zero to HERO! Part Two. Intermediate.,Intermediate,55,30,2016-07-02,35
638100,Fingerstyle Guitar by Jacques Stotzem - Advanced Level,All Levels,77,14,2015-10-13,30
823860,Trumpet Pro Series - You're going to love practicing Trumpet,All Levels,92,25,2016-04-22,50
635570,A Guide to Analog Synths: For the modern EDM enthusiast.,All Levels,29,37,2016-04-20,20
